address_name,borough,street_code,school_name
bay 25 street,Q,29569,Frederick Douglass Academy VI High School
bay 25 street,Q,29569,Academy of Medical Technology: A College Board School
bay 25 street,Q,29569,"Queens High School for Information, Research, and Technology"
beach 104 street,Q,33610,Scholars' Academy
beach channel drive,Q,35290,Rockaway Collegiate High School
beach channel drive,Q,35290,Channel View School for Research
beach channel drive,Q,35290,Rockaway Park High School for Environmental Sustainability
broadway,Q,37290,Long Island City High School
colden street,Q,39490,East-West School of International Studies
corporal kennedy street,Q,40190,Bayside High School
goethals avenue,Q,47090,Queens Gateway to Health Sciences Secondary School
gothic drive,Q,47195,Hillside Arts & Letters Academy
gothic drive,Q,47195,Jamaica Gateway to the Sciences
gothic drive,Q,47195,Queens Collegiate: A College Board School
gothic drive,Q,47195,High School for Community Leadership
guy r brewer boulevard,Q,57190,High School for Law Enforcement and Public Safety
highland avenue,Q,49490,Hillcrest High School
hillside avenue,Q,49690,Business Technology Early College High School (BTECH)
hillside avenue,Q,49690,Martin Van Buren High School
himrod street,Q,49790,Grover Cleveland High School
lafayette street,Q,52510,Robert H. Goddard High School of Communication Arts and Technology
linden boulevard,Q,53890,Eagle Academy for Young Men III
main street,Q,54580,John Bowne High School
melbourne avenue,Q,55390,Townsend Harris High School
metropolitan avenue,Q,55690,Metropolitan Expeditionary Learning School
metropolitan avenue,Q,55690,Queens Metropolitan High School
newtown avenue,Q,57390,"Young Women's Leadership School, Astoria (TYWLS)"
parsons boulevard,Q,58590,Robert F. Kennedy Community High School
rockaway boulevard,Q,60810,Epic High School - South
rockaway boulevard,Q,60810,John Adams High School
springfield boulevard,Q,63290,Preparatory Academy for Writers: A College Board School
springfield boulevard,Q,63290,George Washington Carver High School for the Sciences
springfield boulevard,Q,63290,Excelsior Preparatory High School
springfield boulevard,Q,63290,Queens Preparatory Academy
thomson avenue,Q,65120,Academy of Finance and Enterprise
thomson avenue,Q,65120,Bard High School Early College Queens
thomson avenue,Q,65120,High School of Applied Communication
union street,Q,65490,Flushing High School
union street,Q,65490,Queens High School for Language Studies
union street,Q,65490,Veritas Academy
utopia parkway,Q,65690,Francis Lewis High School
van dam street,Q,65810,International High School at LaGuardia Community College
van dam street,Q,65810,Middle College High School at LaGuardia Community College
clawson street,R,23100,Staten Island Technical High School
essex drive,R,27675,CSI High School for International Studies
essex drive,R,27675,Gaynor McCown Expeditionary Learning School
hamilton avenue,R,31400,Curtis High School
luten avenue,R,37280,Tottenville High School
manor road,R,37850,Susan E. Wagner High School
new dorp lane,R,39800,New Dorp High School
ocean terrace,R,41320,The Michael J. Petrides School
st josephs avenue,R,48985,Port Richmond High School
st marks place,R,49100,Ralph R. McKee Career and Technical Education High School
7 avenue,NY,10610,Frederick Douglass Academy
10 avenue,NY,11010,Independence High School
academy street,NY,11310,Inwood Early College for Health and Information Technologies
academy street,NY,11310,High School for Excellence and Innovation
amsterdam avenue,NY,11710,High School of Arts and Technology
amsterdam avenue,NY,11710,"High School for Law, Advocacy and Community Justice"
amsterdam avenue,NY,11710,The Maxine Greene High School for Imaginative Inquiry
amsterdam avenue,NY,11710,Manhattan / Hunter Science High School
amsterdam avenue,NY,11710,"Urban Assembly School for Media Studies, The"
amsterdam avenue,NY,11710,Special Music School
amsterdam avenue,NY,11710,Fiorello H. LaGuardia High School of Music & Art and Performing Arts
audubon avenue,NY,12010,The College Academy
audubon avenue,NY,12010,High School for Health Careers and Sciences
audubon avenue,NY,12010,High School for Media and Communications
audubon avenue,NY,12010,High School for Law and Public Service
avenue of the americas,NY,10510,Chelsea Career and Technical Education High School
avenue of the americas,NY,10510,NYC iSchool
beaver street,NY,12950,Richard R. Green High School of Teaching
broad street,NY,13590,Millennium High School
broadway,NY,13610,"Urban Assembly School of Business for Young Women, The"
broadway,NY,13610,City College Academy of the Arts
chambers street,NY,14710,Stuyvesant High School
columbia street,NY,15610,"New Explorations into Science, Technology and Math High School (NEST+m)"
east 12 street,NY,17230,East Side Community School
east 15 street,NY,17290,High School for Health Professions and Human Services
east 15 street,NY,17290,"Clinton School Writers & Artists, M.S. 260"
east 15 street,NY,17290,Institute for Collaborative Education (ICE)
east 22 street,NY,17430,School of the Future High School
east 23 street,NY,17450, The American Sign Language and English Secondary School
east 25 street,NY,17490,Baruch College Campus High School
east 33 street,NY,17650,Unity Center for Urban Technologies
east 33 street,NY,17650,Manhattan Academy for Arts & Language
east 33 street,NY,17650,Murray Hill Academy
east 56 street,NY,18110,Art and Design High School
east 67 street,NY,18330,Talent Unlimited High School
east 67 street,NY,18330,Manhattan International High School
east 67 street,NY,18330,Vanguard High School
east 76 street,NY,18510,Eleanor Roosevelt High School
east 96 street,NY,18890,Life Sciences Secondary School
east 105 street,NY,19070,Park East High School
east 106 street,NY,19090,Young Women's Leadership School (TYWLS)
east 109 street,NY,19150,Esperanza Preparatory Academy
east houston street,NY,19890,Bard High School Early College
edgecombe avenue,NY,19990,Mott Hall High School
edgecombe avenue,NY,19990,Eagle Academy for Young Men of Harlem
grand street,NY,21690,"Urban Assembly Academy of Government and Law, The"
grand street,NY,21690,High School for Dual Language and Asian Studies
grand street,NY,21690,New Design High School
grand street,NY,21690,Lower Manhattan Arts Academy
grand street,NY,21690,Essex Street Academy
henry street,NY,22690,Orchard Collegiate Academy
hester street,NY,22890,Pace High School
irving place,NY,23390,Gramercy Arts High School
irving place,NY,23390,The High School For Language And Diplomacy
irving place,NY,23390,Union Square Academy for Health Sciences
irving place,NY,23390,Academy for Software Engineering (AFSE)
irving place,NY,23390,International High School at Union Square
lexington avenue,NY,24890,"Heritage School, The"
madison avenue,NY,25390,The Urban Assembly School for Global Commerce
madison avenue,NY,25390,Central Park East High School
monroe street,NY,26390,University Neighborhood High School
pearl street,NY,28490,The Urban Assembly School for Emergency Management
pearl street,NY,28490,Manhattan Early College School for Advertising
pearl street,NY,28490,Murry Bergtraum High School for Business Careers
pearl street,NY,28490,Urban Assembly Maker Academy
pleasant avenue,NY,29090,Manhattan Center for Science and Mathematics
stanton street,NY,31490,Marta Valle High School
trinity place,NY,32615,Leadership and Public Service High School
trinity place,NY,32615,High School of Economics and Finance
west 14 street,NY,34050,Harvest Collegiate High School
west 17 street,NY,34110,N.Y.C. Museum School
west 17 street,NY,34110,N.Y.C. Lab School for Collaborative Studies
west 18 street,NY,34130,Quest to Learn
west 18 street,NY,34130,Landmark High School
west 18 street,NY,34130,Hudson High School of Learning Technologies
west 18 street,NY,34130,Humanities Preparatory Academy
west 18 street,NY,34130,Manhattan Business Academy
west 22 street,NY,34210,Manhattan Village Academy
west 24 street,NY,34250,The High School of Fashion Industries
west 43 street,NY,34630,Repertory Company High School for Theatre Arts
west 44 street,NY,34650,Beacon High School
west 46 street,NY,34690,Jacqueline Kennedy Onassis High School
west 48 street,NY,34730,Professional Performing Arts High School (PPAS)
west 49 street,NY,34750,Stephen T. Mather Building Arts & Craftsmanship High School
west 49 street,NY,34750,Urban Assembly Gateway School for Technology
west 49 street,NY,34750,Business of Sports School (BOSS)
west 50 street,NY,34770,Food and Finance High School
west 50 street,NY,34770,"Urban Assembly School of Design and Construction, The"
west 50 street,NY,34770,High School of Hospitality Management
west 50 street,NY,34770,"Facing History School, The"
west 50 street,NY,34770,Manhattan Bridges High School
west 56 street,NY,34890,High School for Environmental Studies
west 61 street,NY,34990,West End Secondary School
west 84 street,NY,35450,Frank McCourt High School
west 84 street,NY,35450,The Global Learning Collaborative
west 84 street,NY,35450,The Urban Assembly School for Green Careers
west 114 street,NY,36050,Frederick Douglass Academy II Secondary School
west 114 street,NY,36050,Wadleigh Secondary School for the Performing & Visual Arts
west 123 street,NY,36230,Columbia Secondary School
west 129 street,NY,36350,Academy for Social Action
west 129 street,NY,36350,Urban Assembly School for the Performing Arts
west 135 street,NY,36470,Thurgood Marshall Academy for Learning and Social Change
west 135 street,NY,36470,A. Philip Randolph Campus High School
west 158 street,NY,36930,Community Health Academy of the Heights
west 165 street,NY,37070,Gregorio Luperon High School for Science and Mathematics
west 182 street,NY,37390,Washington Heights Expeditionary Learning School (WHEELS)
antin place,BX,08930,Bronx High School for the Visual Arts
astor avenue,BX,09620,Astor Collegiate Academy
astor avenue,BX,09620,Pelham Preparatory Academy
astor avenue,BX,09620,High School of Language and Innovation
astor avenue,BX,09620,Collegiate Institute for Math and Science (CIMS)
astor avenue,BX,09620,Bronxdale High School
bathgate avenue,BX,11420,Validus Preparatory Academy
bathgate avenue,BX,11420,"Urban Assembly School for Applied Math and Science, The"
bathgate avenue,BX,11420,Mott Hall Bronx High School
baychester avenue,BX,11620,Bronx Health Sciences High School
baychester avenue,BX,11620,Harry S Truman High School
boston road,BX,13820,High School for Violin and Dance
boston road,BX,13820,Explorations Academy
boston road,BX,13820,School for Excellence
boston road,BX,13820,Bronx Envision Academy
boston road,BX,13820,Morris Academy for Collaborative Studies
boston road,BX,13820,Bronx International High School
boynton avenue,BX,14220,High School of World Cultures
boynton avenue,BX,14220,The Metropolitan Soundview High School
boynton avenue,BX,14220,Pan American International High School at Monroe
brook avenue,BX,15720,International Community High School
crotona avenue,BX,22320,High School for Energy and Technology
crotona avenue,BX,22320,Bronx Academy for Software Engineering (BASE)
crotona avenue,BX,22320,Crotona International High School
east 145 street,BX,26010,M.S. 223 The Laboratory School of Finance and Technology
east 145 street,BX,26010,South Bronx Preparatory: A College Board School
east 151 street,BX,26190,Alfred E. Smith Career and Technical Education High School
east 151 street,BX,26190,Bronx Design and Construction Academy
east 163 street,BX,26550,"Bronx School for Law, Government and Justice"
east 164 street,BX,26580,Bronx Early College Academy for Teaching & Learning
east 172 street,BX,26820,Bronx High School of Business
east 172 street,BX,26820,Bronx High School for Medical Science
east 172 street,BX,26820,The Cinema School
east 172 street,BX,26820,Mott Hall V
east 172 street,BX,26820,DreamYard Preparatory School
east 172 street,BX,26820,Claremont International High School
east 172 street,BX,26820,Bronx Collegiate Academy
east 172 street,BX,26820,New Directions Secondary School
east 180 street,BX,27060,Wings Academy
east 228 street,BX,28470,Academy for Scholarship and Entrepreneurship: A College Board School
east 228 street,BX,28470,The Bronxwood Preparatory Academy
east 228 street,BX,28470,New World High School
east fordham road,BX,29220,Fordham Leadership Academy
east fordham road,BX,29220,West Bronx Academy for the Future
east fordham road,BX,29220,Belmont Preparatory High School
east fordham road,BX,29220,Bronx High School for Law and Community Service
east fordham road,BX,29220,Fordham High School for the Arts
east fordham road,BX,29220,Knowledge and Power Preparatory Academy International High School (KAPPA)
east gun hill road,BX,29320,High School for Contemporary Arts
east gun hill road,BX,29320,Bronx Academy of Health Careers
east gun hill road,BX,29320,Bronx Aerospace High School
east gun hill road,BX,29320,Bronx Lab School
east gun hill road,BX,29320,High School of Computers and Technology
east gun hill road,BX,29320,Bronx High School for Writing and Communication Arts
east tremont avenue,BX,29620,Pelham Lab High School
east tremont avenue,BX,29620,Schuylerville Preparatory High School
east tremont avenue,BX,29620,Bronx River High School
east tremont avenue,BX,29620,Herbert H. Lehman High School
east tremont avenue,BX,29620,Westchester Square Academy
east tremont avenue,BX,29620,Renaissance High School for Musical Theater & Technology
fulton avenue,BX,34220,Eximius College Preparatory Academy: A College Board School
fulton avenue,BX,34220,Bronx Center for Science and Mathematics
gerard avenue,BX,35020,Health Opportunities High School
gerard avenue,BX,35020,Community School for Social Justice
goulden avenue,BX,36060,High School of American Studies at Lehman College
home street,BX,40520,Bronx Career and College Preparatory High School
home street,BX,40520,Bronx Latin
jennings street,BX,42720,Fannie Lou Hamer Freedom High School
jerome avenue,BX,42820,Comprehensive Model School Project M.S. 327
lafayette avenue,BX,45120,Gotham Collaborative High School
lafayette avenue,BX,45120,Antonia Pantoja Preparatory Academy: A College Board School
lafayette avenue,BX,45120,Millennium Art Academy
lafayette avenue,BX,45120,Bronx Bridges High School
lafayette avenue,BX,45120,Bronx Compass High School
longwood avenue,BX,46820,Longwood Preparatory Academy
longwood avenue,BX,46820,Holcombe L. Rucker School of Community Research
macombs road,BX,48220,Academy for Language and Technology
mohegan avenue,BX,51520,Urban Assembly School for Wildlife Conservation
morris avenue,BX,52120,The Urban Assembly Bronx Academy of Letters
morris avenue,BX,52120,Young Women's Leadership School of the Bronx (TYWLS)
reservoir avenue,BX,60820,Discovery High School
reservoir avenue,BX,60820,High School for Teaching and the Professions
reservoir avenue,BX,60820,"Celia Cruz Bronx High School of Music, The"
reservoir avenue,BX,60820,Kingsbridge International High School
reservoir avenue,BX,60820,International School for Liberal Arts
simpson street,BX,65020,Bronx Studio School for Writers and Artists
southern boulevard,BX,65320,East Bronx Academy for the Future
